period,timestamp,minute,second,team_goals_before,opp_goals_before,team_id,team_name,player_id,player_name,shot_statsbomb_xg,shot_end_location,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_freeze_frame,score_diff,scored,direction,pressure
1,00:26:55.026,26,55,0,0,22,Leicester City,3814,Riyad Mahrez,0.7835,"[120.0, 36.3, 0.2]",38,Left Foot,88,Penalty,97,Goal,93,Normal,"[{'location': [119.6, 40.1], 'player': {'id': 13042, 'name': 'Tim Howard'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",0,1,Left,Medium
2,00:19:24.554,64,24,1,1,22,Leicester City,3814,Riyad Mahrez,0.7835,"[120.0, 43.0, 0.2]",38,Left Foot,88,Penalty,97,Goal,93,Normal,,0,1,Right,High
1,00:29:34.688,29,34,1,0,38,Tottenham Hotspur,10955,Harry Kane,0.7835,"[120.0, 42.6, 0.3]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,1,1,Right,Medium
2,00:53:06.434,98,6,1,1,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,0.7835,"[120.0, 42.5, 0.0]",38,Left Foot,88,Penalty,97,Goal,93,Normal,,0,1,Right,Extreme
2,00:41:57.074,86,57,3,1,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,0.7835,"[120.0, 44.0, 0.4]",38,Left Foot,88,Penalty,97,Goal,93,Normal,,2,1,Right,Medium
2,00:40:23.539,85,23,0,1,3374,Côte d'Ivoire,7023,Franck Yannick Kessié,0.7835,"[120.0, 41.6, 1.1]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,-1,1,Right,Extreme
5,00:00:26.060,120,26,1,1,787,Senegal,5675,Kalidou Koulibaly,0.7835,"[120.0, 42.8, 1.4]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,0,1,Right,Extreme
5,00:01:39.189,121,39,1,2,3374,Côte d'Ivoire,3013,Nicolas Pépé,0.7835,"[120.0, 37.4, 0.2]",38,Left Foot,88,Penalty,97,Goal,93,Normal,,-1,1,Left,Extreme
5,00:02:38.171,122,38,2,2,787,Senegal,50498,Pape Matar Sarr,0.7835,"[120.0, 37.9, 1.7]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,0,1,Left,Extreme
5,00:03:47.257,123,47,2,3,3374,Côte d'Ivoire,12496,Christian Kouamé,0.7835,"[120.0, 43.2, 0.3]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,-1,1,Right,Extreme
5,00:04:49.492,124,49,3,3,787,Senegal,3198,Moussa Niakhate,0.7835,"[120.0, 36.0, 1.5]",38,Left Foot,88,Penalty,99,Post,93,Normal,"[{'location': [119.6, 40.3], 'player': {'id': 36629, 'name': 'Yahia Fofana'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",0,0,Left,Extreme
5,00:05:47.689,125,47,3,3,3374,Côte d'Ivoire,8673,Sébastien Haller,0.7835,"[120.0, 37.2, 1.6]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,0,1,Left,Extreme
5,00:06:37.781,126,37,3,4,787,Senegal,88123,Cheikh Ahmadou Bamba Mbacke Dieng,0.7835,"[120.0, 36.6, 0.2]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,-1,1,Left,Extreme
5,00:07:39.796,127,39,4,4,3374,Côte d'Ivoire,3481,Serge Aurier,0.7835,"[120.0, 38.0, 1.9]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,0,1,Left,Extreme
5,00:08:37.064,128,37,4,5,787,Senegal,3629,Sadio Mané,0.7835,"[120.0, 41.0, 1.5]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,-1,1,Centre,Extreme
5,00:09:48.267,129,48,5,5,3374,Côte d'Ivoire,7023,Franck Yannick Kessié,0.7835,"[120.0, 42.7, 2.3]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,0,1,Right,Extreme
1,00:08:47.562,8,47,0,1,36,Manchester City,3237,Sergio Leonel Agüero del Castillo,0.7835,"[120.0, 37.0, 0.0]",40,Right Foot,88,Penalty,97,Goal,93,Normal,"[{'location': [118.9, 39.9], 'player': {'id': 3623, 'name': 'Adrián San Miguel del Castillo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",-1,1,Left,Medium
2,00:17:48.343,62,48,0,1,236,Lazio,5510,Lucas Rodrigo Biglia,0.7835,"[120.0, 40.7, 2.0]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,-1,1,Centre,High
1,00:02:14.574,2,14,0,0,239,Fiorentina,7139,Josip Iličić,0.7835,"[120.0, 43.3, 1.6]",38,Left Foot,88,Penalty,97,Goal,93,Normal,,0,1,Right,Medium
1,00:42:23.723,42,23,0,0,143,Lille,3625,Sofiane Boufal,0.7835,"[120.0, 37.0, 0.5]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,0,1,Left,Medium
2,00:26:46.658,71,46,0,2,139,Montpellier,6661,Ryad Boudebouz,0.7835,"[120.0, 36.1, 2.5]",38,Left Foot,88,Penalty,99,Post,93,Normal,"[{'location': [119.4, 39.9], 'player': {'id': 3761, 'name': 'Mike Maignan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",-2,0,Left,Medium
1,00:32:36.488,32,36,1,0,22,Leicester City,3814,Riyad Mahrez,0.7835,"[119.7, 38.4, 1.0]",38,Left Foot,88,Penalty,100,Saved,93,Normal,,1,0,Left,Medium
1,00:37:45.976,37,45,0,0,146,Bordeaux,7130,Cheick Tidiane Diabaté,0.7835,"[120.0, 37.0, 1.0]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,0,1,Left,Medium
2,00:27:07.760,72,7,0,1,9763,Argentina U20,397991,Hugo Alvez,0.7835,"[120.0, 39.9, 0.3]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,-1,1,Centre,High
2,00:47:19.812,92,19,1,0,780,Portugal,5204,Bruno Miguel Borges Fernandes,0.7835,"[120.0, 38.2, 0.6]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,1,1,Left,High
1,00:09:15.590,9,15,0,0,779,Argentina,5503,Lionel Andrés Messi Cuccittini,0.7835,"[120.0, 38.7, 0.2]",38,Left Foot,88,Penalty,97,Goal,93,Normal,,0,1,Centre,Medium
2,00:48:05.431,93,5,0,0,39,Manchester United,19729,Ruud van Nistelrooy,0.7835,"[120.0, 37.5, 2.9]",40,Right Foot,88,Penalty,99,Post,93,Normal,"[{'location': [119.9, 40.0], 'player': {'id': 20015, 'name': 'Jens Lehmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",0,0,Left,Extreme
1,00:31:14.959,31,14,0,1,228,Atalanta,49439,Germán Gustavo Denis,0.7835,"[119.2, 42.0, 0.2]",40,Right Foot,88,Penalty,100,Saved,93,Normal,,-1,0,Right,Medium
2,00:24:15.096,69,15,0,2,796,Russia,5195,Artem Dzyuba,0.7835,"[120.0, 40.3, 1.6]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,-2,1,Centre,Medium
2,00:39:48.008,84,48,1,1,189,Ingolstadt,40464,Moritz Hartmann,0.7835,"[120.0, 40.6, 1.7]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,0,1,Centre,Extreme
2,00:14:50.475,59,50,1,0,217,Barcelona,5246,Luis Alberto Suárez Díaz,0.7835,"[120.0, 43.7, 1.1]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,1,1,Right,High
1,00:02:16.095,2,16,0,0,232,Sassuolo,8093,Diego Falcinelli,0.7835,"[120.0, 37.7, 1.1]",38,Left Foot,88,Penalty,97,Goal,93,Normal,,0,1,Left,Medium
2,00:18:38.124,63,38,1,0,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,0.7835,"[120.0, 43.8, 0.2]",38,Left Foot,88,Penalty,97,Goal,93,Normal,,1,1,Right,High
2,00:33:29.852,78,29,3,0,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,0.7835,"[120.0, 43.4, 1.3]",38,Left Foot,88,Penalty,97,Goal,93,Normal,,3,1,Right,Low
2,00:22:19.051,67,19,2,1,749,Tottenham Hotspur Women,15706,Rachel Furness,0.7835,"[119.2, 37.7, 0.5]",38,Left Foot,88,Penalty,100,Saved,93,Normal,"[{'location': [119.2, 40.2], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",1,0,Left,High
1,00:18:11.480,18,11,0,0,186,FC Köln,23486,Anthony Modeste,0.7835,"[120.0, 40.1, 0.8]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,0,1,Centre,Medium
2,00:42:55.198,87,55,1,0,179,Wolfsburg,10594,Bas Dost,0.7835,"[120.0, 40.5, 1.3]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,1,1,Centre,High
2,00:33:40.145,78,40,0,2,217,Barcelona,25879,Ronaldo de Assis Moreira,0.7835,"[120.0, 36.9, 0.4]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,-2,1,Left,Medium
2,00:39:37.825,84,37,2,0,7290,Chennaiyin,164476,Łukasz Gikiewicz,0.7835,"[119.2, 42.1, 1.2]",40,Right Foot,88,Penalty,100,Saved,93,Normal,"[{'location': [119.9, 40.1], 'player': {'id': 124784, 'name': 'Kamaljit Singh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",2,0,Right,Medium
1,00:14:55.697,14,55,1,0,769,Colombia,5695,James David Rodríguez Rubio,0.7835,"[120.0, 42.8, 2.0]",38,Left Foot,88,Penalty,97,Goal,93,Normal,,1,1,Right,Medium
2,00:48:54.407,93,54,4,0,769,Colombia,6333,Miguel Ángel Borja Hernández,0.7835,"[120.0, 43.0, 0.5]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,4,1,Right,Low
1,00:40:27.858,40,27,0,0,219,RC Deportivo La Coruña,6732,Lucas Pérez Martínez,0.7835,"[120.0, 41.9, 0.1]",38,Left Foot,88,Penalty,97,Goal,93,Normal,,0,1,Right,Medium
2,00:16:44.890,61,44,1,2,1049,Granada,26780,Guilherme Magdalena Siqueira,0.7835,"[120.0, 38.0, 0.2]",38,Left Foot,88,Penalty,97,Goal,93,Normal,,-1,1,Left,High
2,00:43:54.257,88,54,2,5,1049,Granada,26780,Guilherme Magdalena Siqueira,0.7835,"[120.0, 43.6, 0.2]",38,Left Foot,88,Penalty,97,Goal,92,Lob,,-3,1,Right,Low
2,00:14:19.128,59,19,0,1,972,West Ham United LFC,15421,Kenza Dali,0.7835,"[119.3, 41.8, 0.2]",40,Right Foot,88,Penalty,100,Saved,93,Normal,"[{'location': [119.7, 40.4], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",-1,0,Right,High
1,00:42:24.799,42,24,1,0,36,Manchester City,3237,Sergio Leonel Agüero del Castillo,0.7835,"[120.0, 37.2, 1.5]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,1,1,Left,Medium
1,00:11:37.616,11,37,0,0,207,Valencia,6297,Maximiliano Gómez González,0.7835,"[118.9, 42.8, 1.3]",40,Right Foot,88,Penalty,100,Saved,93,Normal,"[{'location': [119.3, 40.3], 'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",0,0,Right,Medium
2,00:31:14.033,76,14,0,0,291,Frosinone,24235,Federico Dionisi,0.7835,"[120.0, 43.7, 0.3]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,0,1,Right,Extreme
1,00:03:57.171,3,57,0,0,181,Schalke 04,8060,Klaas-Jan Huntelaar,0.7835,"[118.5, 42.5, 1.4]",40,Right Foot,88,Penalty,100,Saved,93,Normal,,0,0,Right,Medium
2,00:45:36.471,90,36,3,2,217,Barcelona,3672,Zlatan Ibrahimović,0.7835,"[120.0, 36.8, 0.3]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,1,1,Left,High
2,00:49:46.454,94,46,2,4,862,Iceland Women's,10119,Glódís Perla Viggósdóttir,0.7835,"[120.0, 36.6, 1.9]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,-2,1,Left,Medium
1,00:30:47.752,30,47,2,0,239,Fiorentina,7125,Khouma El Hadji Babacar,0.7835,"[120.0, 41.5, 1.4]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,2,1,Right,Low
1,00:24:44.943,24,44,0,1,31,Crystal Palace,3277,Yohan Cabaye,0.7835,"[120.0, 36.7, 2.3]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,-1,1,Left,Medium
1,00:10:54.894,10,54,0,0,855,Italy Women's,32162,Arianna Caruso,0.7835,"[120.0, 37.2, 0.2]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,0,1,Left,Medium
2,00:10:10.667,55,10,0,0,131,Paris Saint-Germain,3745,Lucas Rodrigues Moura da Silva,0.7835,"[120.0, 37.1, 0.2]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,0,1,Left,High
1,00:20:40.477,20,40,0,1,26,Swansea City,3944,Gylfi Þór Sigurðsson,0.7835,"[120.0, 37.5, 1.0]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,-1,1,Left,Medium
2,00:48:14.184,93,14,0,0,142,Guingamp,4434,Thibault Giresse,0.7835,"[120.0, 37.2, 0.2]",38,Left Foot,88,Penalty,97,Goal,93,Normal,,0,1,Left,Extreme
1,00:36:51.660,36,51,0,0,912,Czech Republic,7044,Patrik Schick,0.7835,"[120.0, 36.4, 0.3]",38,Left Foot,88,Penalty,97,Goal,93,Normal,,0,1,Left,Medium
1,00:38:39.121,38,39,0,0,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,0.7835,"[119.1, 36.9, 1.1]",38,Left Foot,88,Penalty,100,Saved,93,Normal,,0,0,Left,Medium
1,00:05:02.928,5,2,0,0,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,0.7835,"[120.0, 41.8, 0.2]",38,Left Foot,88,Penalty,97,Goal,93,Normal,,0,1,Right,Medium
2,00:19:57.514,64,57,3,0,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,0.7835,"[120.0, 43.3, 0.0]",38,Left Foot,88,Penalty,97,Goal,93,Normal,,3,1,Right,Low
2,00:33:07.198,78,7,0,2,165,Lorient,33178,Benjamin Moukandjo Bilé,0.7835,"[120.0, 36.6, 0.3]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,-2,1,Left,Medium
5,00:00:04.673,120,4,1,1,778,Japan,8776,Takumi Minamino,0.7835,"[119.1, 41.9, 0.2]",40,Right Foot,88,Penalty,100,Saved,93,Normal,,0,0,Right,Extreme
5,00:00:43.181,120,43,1,1,785,Croatia,3441,Nikola Vlašić,0.7835,"[120.0, 36.8, 1.3]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,0,1,Left,Extreme
5,00:01:13.007,121,13,1,2,778,Japan,37211,Kaoru Mitoma,0.7835,"[118.9, 37.5, 0.2]",40,Right Foot,88,Penalty,100,Saved,93,Normal,,-1,0,Left,Extreme
5,00:01:52.710,121,52,2,1,785,Croatia,5469,Marcelo Brozović,0.7835,"[120.0, 39.9, 1.7]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,1,1,Centre,Extreme
5,00:02:33.182,122,33,1,3,778,Japan,8949,Takuma Asano,0.7835,"[120.0, 41.9, 0.9]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,-2,1,Right,Extreme
5,00:03:13.266,123,13,3,2,785,Croatia,22041,Marko Livaja,0.7835,"[120.0, 36.1, 0.6]",40,Right Foot,88,Penalty,99,Post,93,Normal,"[{'location': [119.6, 39.9], 'player': {'id': 25719, 'name': 'Shūichi Gonda'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",1,0,Left,Extreme
5,00:03:50.000,123,50,2,3,778,Japan,3300,Maya Yoshida,0.7835,"[118.9, 37.5, 0.2]",40,Right Foot,88,Penalty,100,Saved,93,Normal,,-1,0,Left,Extreme
5,00:04:28.587,124,28,3,2,785,Croatia,11603,Mario Pašalić,0.7835,"[120.0, 36.5, 0.3]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,1,1,Left,Extreme
1,00:20:12.869,20,12,0,0,4885,Ghana,3347,André Ayew Pelé,0.7835,"[119.5, 42.3, 0.2]",38,Left Foot,88,Penalty,100,Saved,93,Normal,,0,0,Right,Medium
5,00:01:11.280,121,11,2,2,796,Russia,5194,Fyodor Smolov,0.7835,"[119.0, 38.1, 1.1]",40,Right Foot,88,Penalty,100,Saved,93,Normal,,0,0,Left,Extreme
5,00:01:57.840,121,57,2,2,785,Croatia,5469,Marcelo Brozović,0.7835,"[120.0, 43.6, 1.7]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,0,1,Right,Extreme
5,00:02:41.293,122,41,2,3,796,Russia,5180,Alan Dzagoev,0.7835,"[120.0, 43.2, 0.4]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,-1,1,Right,Extreme
5,00:03:24.160,123,24,3,3,785,Croatia,5456,Mateo Kovačić,0.7835,"[120.0, 43.8, 0.1]",40,Right Foot,88,Penalty,100,Saved,93,Normal,,0,0,Right,Extreme
5,00:04:10.320,124,10,3,3,796,Russia,5170,Mário Figueira Fernandes,0.7835,"[120.0, 35.2, 0.3]",40,Right Foot,88,Penalty,98,Off T,93,Normal,,0,0,Left,Extreme
5,00:05:08.560,125,8,3,3,785,Croatia,5463,Luka Modrić,0.7835,"[119.0, 37.6, 0.2]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,0,1,Left,Extreme
5,00:05:51.800,125,51,3,4,796,Russia,5174,Sergei Ignashevich,0.7835,"[120.0, 37.0, 0.7]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,-1,1,Left,Extreme
5,00:06:31.693,126,31,4,4,785,Croatia,5468,Domagoj Vida,0.7835,"[120.0, 36.6, 1.6]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,0,1,Left,Extreme
5,00:07:08.160,127,8,4,5,796,Russia,5179,Daler Kuzyaev,0.7835,"[120.0, 36.2, 0.4]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,-1,1,Left,Extreme
5,00:07:59.240,127,59,5,5,785,Croatia,5470,Ivan Rakitić,0.7835,"[120.0, 36.6, 0.4]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,0,1,Left,Extreme
2,00:44:54.652,89,54,1,0,858,Sweden Women's,10221,Elin Ingrid Johanna Rubensson,0.7835,"[120.0, 36.7, 1.1]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,1,1,Left,High
1,00:23:12.497,23,12,0,0,1049,Granada,27109,Youssef El-Arabi,0.7835,"[120.0, 43.6, 0.5]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,0,1,Right,Medium
2,00:23:28.019,68,28,1,1,184,Eintracht Frankfurt,5543,Haris Seferović,0.7835,"[120.0, 43.5, 0.2]",38,Left Foot,88,Penalty,97,Goal,93,Normal,,0,1,Right,High
1,00:24:53.662,24,53,0,0,143,Lille,3625,Sofiane Boufal,0.7835,"[120.0, 36.7, 0.5]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,0,1,Left,Medium
2,00:28:58.528,73,58,2,1,904,Bayer Leverkusen,32289,Victor Okoh Boniface,0.7835,"[120.0, 40.7, 0.8]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,1,1,Centre,High
2,00:44:37.421,89,37,1,2,172,Augsburg,5514,Alfreð Finnbogason,0.7835,"[120.0, 42.8, 1.6]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,-1,1,Right,Extreme
1,00:10:37.833,10,37,0,0,209,Celta Vigo,6724,Manuel Agudo Durán,0.7835,"[120.0, 38.3, 0.3]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,0,1,Left,Medium
2,00:17:39.812,62,39,2,1,160,Gazélec Ajaccio,10616,Mohamed Larbi,0.7835,"[120.0, 42.5, 0.1]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,1,1,Right,High
2,00:05:45.266,50,45,0,0,181,Schalke 04,6717,Johannes Geis,0.7835,"[120.0, 36.2, 0.5]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,0,1,Left,High
1,00:17:20.060,17,20,0,1,7284,Bengaluru,162209,Cleiton Augusto Oliveira Silva,0.7835,"[120.0, 43.2, 0.5]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,-1,1,Right,Medium
2,00:12:48.392,57,48,2,2,7282,ATK Mohun Bagan,163344,Roy Krishna,0.7835,"[120.0, 42.6, 0.9]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,0,1,Right,High
2,00:23:48.111,68,48,0,0,25,Southampton,3831,Dušan Tadić,0.7835,"[120.0, 43.2, 0.4]",38,Left Foot,88,Penalty,97,Goal,93,Normal,,0,1,Right,High
2,00:57:30.724,102,30,1,6,797,Iran,5226,Mehdi Taremi,0.7835,"[120.0, 42.3, 0.3]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,-5,1,Right,Low
2,00:13:50.888,58,50,2,0,974,Reading WFC,15726,Lauren Bruton,0.7835,"[119.0, 37.0, 0.9]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,2,1,Left,Low
1,00:44:59.660,44,59,0,0,160,Gazélec Ajaccio,10616,Mohamed Larbi,0.7835,"[120.0, 42.7, 4.2]",40,Right Foot,88,Penalty,98,Off T,93,Normal,"[{'location': [118.8, 40.4], 'player': {'id': 7193, 'name': 'Paul Bernardoni'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",0,0,Right,Medium
2,00:05:25.762,50,25,0,0,30,Stoke City,3325,Marko Arnautović,0.7835,"[120.0, 38.8, 2.2]",40,Right Foot,88,Penalty,97,Goal,93,Normal,"[{'location': [101.7, 30.4], 'player': {'id': 9625, 'name': 'Glenn Whelan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [100.7, 34.3], 'player': {'id': 3670, 'name': 'Jonathan Walters'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.7, 32.4], 'player': {'id': 24380, 'name': 'Tetchi Jores Charlemagne Ulrich Okore'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.2, 33.2], 'player': {'id': 9642, 'name': 'Alan Hutton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.3, 40.5], 'player': {'id': 18672, 'name': 'Mark Bunn'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",0,1,Centre,High
2,00:26:44.789,71,44,0,2,207,Valencia,6402,Francisco Alcácer García,0.7835,"[120.0, 37.2, 1.0]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,-2,1,Left,Medium
1,00:29:25.840,29,25,2,2,220,Real Madrid,5207,Cristiano Ronaldo dos Santos Aveiro,0.7835,"[120.0, 36.6, 0.5]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,0,1,Left,Medium
1,00:34:13.141,34,13,1,0,1049,Granada,27109,Youssef El-Arabi,0.7835,"[120.0, 37.0, 0.2]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,1,1,Left,Medium
2,00:39:56.629,84,56,3,1,1049,Granada,27109,Youssef El-Arabi,0.7835,"[120.0, 43.8, 1.0]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,2,1,Right,Medium
1,00:31:58.320,31,58,1,1,7288,Goa,159764,Jorge Ortiz Mendoza,0.7835,"[120.0, 43.1, 0.5]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,0,1,Right,Medium
1,00:17:29.273,17,29,0,0,7288,Goa,13607,Airam López Cabrera,0.7835,"[119.3, 38.4, 0.6]",38,Left Foot,88,Penalty,100,Saved,93,Normal,,0,0,Left,Medium
1,00:48:36.755,48,36,0,0,2391,Morocco Women's,402663,Ghizlane Chebbak,0.7835,"[119.4, 43.2, 0.9]",40,Right Foot,88,Penalty,100,Saved,93,Normal,,0,0,Right,High
2,00:09:06.058,54,6,1,0,773,Switzerland,5544,Ricardo Iván Rodríguez Araya,0.7835,"[119.2, 37.2, 0.2]",38,Left Foot,88,Penalty,100,Saved,93,Normal,,1,0,Left,High
5,00:00:57.825,120,57,3,3,773,Switzerland,5834,Mario Gavranović,0.7835,"[120.0, 37.4, 1.9]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,0,1,Left,Extreme
5,00:01:52.530,121,52,3,4,771,France,20004,Paul Pogba,0.7835,"[120.0, 36.7, 2.2]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,-1,1,Left,Extreme
5,00:02:36.375,122,36,4,4,773,Switzerland,5537,Fabian Lukas Schär,0.7835,"[120.0, 43.1, 1.7]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,0,1,Right,Extreme
5,00:03:26.163,123,26,4,5,771,France,3604,Olivier Giroud,0.7835,"[120.0, 42.8, 0.9]",38,Left Foot,88,Penalty,97,Goal,93,Normal,,-1,1,Right,Extreme
5,00:04:16.928,124,16,5,5,773,Switzerland,5549,Manuel Obafemi Akanji,0.7835,"[120.0, 36.4, 0.2]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,0,1,Left,Extreme
5,00:05:06.730,125,6,5,6,771,France,2972,Marcus Thuram,0.7835,"[120.0, 36.6, 0.9]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,-1,1,Left,Extreme
5,00:05:56.935,125,56,6,6,773,Switzerland,30401,Ruben Vargas,0.7835,"[120.0, 37.1, 0.5]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,0,1,Left,Extreme
5,00:06:55.423,126,55,6,7,771,France,2999,Presnel Kimpembe,0.7835,"[120.0, 43.2, 2.1]",38,Left Foot,88,Penalty,97,Goal,93,Normal,,-1,1,Right,Extreme
5,00:07:39.682,127,39,7,7,773,Switzerland,8219,Admir Mehmedi,0.7835,"[120.0, 43.5, 0.5]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,0,1,Right,Extreme
5,00:08:30.413,128,30,7,8,771,France,3009,Kylian Mbappé Lottin,0.7835,"[119.3, 37.6, 1.6]",40,Right Foot,88,Penalty,100,Saved,93,Normal,,-1,0,Left,Extreme
1,00:12:25.860,12,25,0,0,208,Las Palmas,10755,Jonathan Viera Ramos,0.7835,"[118.8, 37.6, 1.0]",40,Right Foot,88,Penalty,100,Saved,93,Normal,"[{'location': [119.0, 40.5], 'player': {'id': 6694, 'name': 'Gerónimo Rulli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",0,0,Left,Medium
2,00:48:47.006,93,47,0,1,241,Torino,8193,Maximiliano Gastón López,0.7835,"[120.0, 36.6, 0.2]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,-1,1,Left,Extreme
1,00:27:46.824,27,46,1,0,208,Las Palmas,10755,Jonathan Viera Ramos,0.7835,"[120.0, 43.0, 0.2]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,1,1,Right,Medium
1,00:05:41.619,5,41,0,0,218,Real Betis,6673,Sergio Canales Madrazo,0.7835,"[120.0, 37.1, 0.2]",38,Left Foot,88,Penalty,97,Goal,93,Normal,,0,1,Left,Medium
1,00:27:09.693,27,9,1,1,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,0.7835,"[120.0, 36.6, 0.5]",38,Left Foot,88,Penalty,97,Goal,93,Normal,,0,1,Left,Medium
2,00:38:18.882,83,18,0,3,322,Eibar,24070,Saúl Berjón Pérez,0.7835,"[120.0, 37.9, 1.4]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,-3,1,Left,Low
